packet_index,timestamp,original_length,parse_error,length,msg_type,raw_payload,tags
18356,1700000018.355000,68,,12,4278255360,000047b3aabbccdd,
18357,1700000018.356000,68,,12,4278255360,000047b4aabbccdd,
18358,1700000018.357000,68,,12,4278255360,000047b5aabbccdd,
18359,1700000018.358000,68,,12,4278255360,000047b6aabbccdd,
18360,1700000018.359000,68,,12,4278255360,000047b7aabbccdd,
18361,1700000018.360000,68,,12,4278255360,000047b8aabbccdd,
18362,1700000018.361000,68,,12,4278255360,000047b9aabbccdd,
18363,1700000018.362000,68,,12,4278255360,000047baaabbccdd,
18364,1700000018.363000,68,,12,4278255360,000047bbaabbccdd,
18365,1700000018.364000,68,,12,4278255360,000047bcaabbccdd,
18366,1700000018.365000,68,,12,4278255360,000047bdaabbccdd,
18367,1700000018.366000,68,,12,4278255360,000047beaabbccdd,
18368,1700000018.367000,68,,12,4278255360,000047bfaabbccdd,
18369,1700000018.368000,68,,12,4278255360,000047c0aabbccdd,
18370,1700000018.369000,68,,12,4278255360,000047c1aabbccdd,
18371,1700000018.370000,68,,12,4278255360,000047c2aabbccdd,
18372,1700000018.371000,68,,12,4278255360,000047c3aabbccdd,
18373,1700000018.372000,68,,12,4278255360,000047c4aabbccdd,
18374,1700000018.373000,68,,12,4278255360,000047c5aabbccdd,
18375,1700000018.374000,68,,12,4278255360,000047c6aabbccdd,
18376,1700000018.375000,68,,12,4278255360,000047c7aabbccdd,
18377,1700000018.376000,68,,12,4278255360,000047c8aabbccdd,
18378,1700000018.377000,68,,12,4278255360,000047c9aabbccdd,
18379,1700000018.378000,68,,12,4278255360,000047caaabbccdd,
18380,1700000018.379000,68,,12,4278255360,000047cbaabbccdd,
18381,1700000018.380000,68,,12,4278255360,000047ccaabbccdd,
18382,1700000018.381000,68,,12,4278255360,000047cdaabbccdd,
18383,1700000018.382000,68,,12,4278255360,000047ceaabbccdd,
18384,1700000018.383000,68,,12,4278255360,000047cfaabbccdd,
18385,1700000018.384000,68,,12,4278255360,000047d0aabbccdd,
18386,1700000018.385000,68,,12,4278255360,000047d1aabbccdd,
18387,1700000018.386000,68,,12,4278255360,000047d2aabbccdd,
18388,1700000018.387000,68,,12,4278255360,000047d3aabbccdd,
18389,1700000018.388000,68,,12,4278255360,000047d4aabbccdd,
18390,1700000018.389000,68,,12,4278255360,000047d5aabbccdd,
18391,1700000018.390000,68,,12,4278255360,000047d6aabbccdd,
18392,1700000018.391000,68,,12,4278255360,000047d7aabbccdd,
18393,1700000018.392000,68,,12,4278255360,000047d8aabbccdd,
18394,1700000018.393000,68,,12,4278255360,000047d9aabbccdd,
18395,1700000018.394000,68,,12,4278255360,000047daaabbccdd,
18396,1700000018.395000,68,,12,4278255360,000047dbaabbccdd,
18397,1700000018.396000,68,,12,4278255360,000047dcaabbccdd,
18398,1700000018.397000,68,,12,4278255360,000047ddaabbccdd,
18399,1700000018.398000,68,,12,4278255360,000047deaabbccdd,
18400,1700000018.399000,68,,12,4278255360,000047dfaabbccdd,
18401,1700000018.400000,68,,12,4278255360,000047e0aabbccdd,
18402,1700000018.401000,68,,12,4278255360,000047e1aabbccdd,
18403,1700000018.402000,68,,12,4278255360,000047e2aabbccdd,
18404,1700000018.403000,68,,12,4278255360,000047e3aabbccdd,
18405,1700000018.404000,68,,12,4278255360,000047e4aabbccdd,
18406,1700000018.405000,68,,12,4278255360,000047e5aabbccdd,
18407,1700000018.406000,68,,12,4278255360,000047e6aabbccdd,
18408,1700000018.407000,68,,12,4278255360,000047e7aabbccdd,
18409,1700000018.408000,68,,12,4278255360,000047e8aabbccdd,
18410,1700000018.409000,68,,12,4278255360,000047e9aabbccdd,
18411,1700000018.410000,68,,12,4278255360,000047eaaabbccdd,
18412,1700000018.411000,68,,12,4278255360,000047ebaabbccdd,
18413,1700000018.412000,68,,12,4278255360,000047ecaabbccdd,
18414,1700000018.413000,68,,12,4278255360,000047edaabbccdd,
18415,1700000018.414000,68,,12,4278255360,000047eeaabbccdd,
18416,1700000018.415000,68,,12,4278255360,000047efaabbccdd,
18417,1700000018.416000,68,,12,4278255360,000047f0aabbccdd,
18418,1700000018.417000,68,,12,4278255360,000047f1aabbccdd,
18419,1700000018.418000,68,,12,4278255360,000047f2aabbccdd,
18420,1700000018.419000,68,,12,4278255360,000047f3aabbccdd,
18421,1700000018.420000,68,,12,4278255360,000047f4aabbccdd,
18422,1700000018.421000,68,,12,4278255360,000047f5aabbccdd,
18423,1700000018.422000,68,,12,4278255360,000047f6aabbccdd,
18424,1700000018.423000,68,,12,4278255360,000047f7aabbccdd,
18425,1700000018.424000,68,,12,4278255360,000047f8aabbccdd,
18426,1700000018.425000,68,,12,4278255360,000047f9aabbccdd,
18427,1700000018.426000,68,,12,4278255360,000047faaabbccdd,
18428,1700000018.427000,68,,12,4278255360,000047fbaabbccdd,
18429,1700000018.428000,68,,12,4278255360,000047fcaabbccdd,
18430,1700000018.429000,68,,12,4278255360,000047fdaabbccdd,
18431,1700000018.430000,68,,12,4278255360,000047feaabbccdd,
18432,1700000018.431000,68,,12,4278255360,000047ffaabbccdd,
18433,1700000018.432000,68,,12,4278255360,00004800aabbccdd,
18434,1700000018.433000,68,,12,4278255360,00004801aabbccdd,
18435,1700000018.434000,68,,12,4278255360,00004802aabbccdd,
18436,1700000018.435000,68,,12,4278255360,00004803aabbccdd,
18437,1700000018.436000,68,,12,4278255360,00004804aabbccdd,
18438,1700000018.437000,68,,12,4278255360,00004805aabbccdd,
18439,1700000018.438000,68,,12,4278255360,00004806aabbccdd,
18440,1700000018.439000,68,,12,4278255360,00004807aabbccdd,
18441,1700000018.440000,68,,12,4278255360,00004808aabbccdd,
18442,1700000018.441000,68,,12,4278255360,00004809aabbccdd,
18443,1700000018.442000,68,,12,4278255360,0000480aaabbccdd,
18444,1700000018.443000,68,,12,4278255360,0000480baabbccdd,
18445,1700000018.444000,68,,12,4278255360,0000480caabbccdd,
18446,1700000018.445000,68,,12,4278255360,0000480daabbccdd,
18447,1700000018.446000,68,,12,4278255360,0000480eaabbccdd,
18448,1700000018.447000,68,,12,4278255360,0000480faabbccdd,
18449,1700000018.448000,68,,12,4278255360,00004810aabbccdd,
18450,1700000018.449000,68,,12,4278255360,00004811aabbccdd,
18451,1700000018.450000,68,,12,4278255360,00004812aabbccdd,
18452,1700000018.451000,68,,12,4278255360,00004813aabbccdd,
18453,1700000018.452000,68,,12,4278255360,00004814aabbccdd,
18454,1700000018.453000,68,,12,4278255360,00004815aabbccdd,
18455,1700000018.454000,68,,12,4278255360,00004816aabbccdd,
18456,1700000018.455000,68,,12,4278255360,00004817aabbccdd,
18457,1700000018.456000,68,,12,4278255360,00004818aabbccdd,
18458,1700000018.457000,68,,12,4278255360,00004819aabbccdd,
18459,1700000018.458000,68,,12,4278255360,0000481aaabbccdd,
18460,1700000018.459000,68,,12,4278255360,0000481baabbccdd,
18461,1700000018.460000,68,,12,4278255360,0000481caabbccdd,
18462,1700000018.461000,68,,12,4278255360,0000481daabbccdd,
18463,1700000018.462000,68,,12,4278255360,0000481eaabbccdd,
18464,1700000018.463000,68,,12,4278255360,0000481faabbccdd,
18465,1700000018.464000,68,,12,4278255360,00004820aabbccdd,
18466,1700000018.465000,68,,12,4278255360,00004821aabbccdd,
18467,1700000018.466000,68,,12,4278255360,00004822aabbccdd,
18468,1700000018.467000,68,,12,4278255360,00004823aabbccdd,
18469,1700000018.468000,68,,12,4278255360,00004824aabbccdd,
18470,1700000018.469000,68,,12,4278255360,00004825aabbccdd,
18471,1700000018.470000,68,,12,4278255360,00004826aabbccdd,
18472,1700000018.471000,68,,12,4278255360,00004827aabbccdd,
18473,1700000018.472000,68,,12,4278255360,00004828aabbccdd,
18474,1700000018.473000,68,,12,4278255360,00004829aabbccdd,
18475,1700000018.474000,68,,12,4278255360,0000482aaabbccdd,
18476,1700000018.475000,68,,12,4278255360,0000482baabbccdd,
18477,1700000018.476000,68,,12,4278255360,0000482caabbccdd,
18478,1700000018.477000,68,,12,4278255360,0000482daabbccdd,
18479,1700000018.478000,68,,12,4278255360,0000482eaabbccdd,
18480,1700000018.479000,68,,12,4278255360,0000482faabbccdd,
18481,1700000018.480000,68,,12,4278255360,00004830aabbccdd,
18482,1700000018.481000,68,,12,4278255360,00004831aabbccdd,
18483,1700000018.482000,68,,12,4278255360,00004832aabbccdd,
18484,1700000018.483000,68,,12,4278255360,00004833aabbccdd,
18485,1700000018.484000,68,,12,4278255360,00004834aabbccdd,
18486,1700000018.485000,68,,12,4278255360,00004835aabbccdd,
18487,1700000018.486000,68,,12,4278255360,00004836aabbccdd,
18488,1700000018.487000,68,,12,4278255360,00004837aabbccdd,
18489,1700000018.488000,68,,12,4278255360,00004838aabbccdd,
18490,1700000018.489000,68,,12,4278255360,00004839aabbccdd,
18491,1700000018.490000,68,,12,4278255360,0000483aaabbccdd,
18492,1700000018.491000,68,,12,4278255360,0000483baabbccdd,
18493,1700000018.492000,68,,12,4278255360,0000483caabbccdd,
18494,1700000018.493000,68,,12,4278255360,0000483daabbccdd,
18495,1700000018.494000,68,,12,4278255360,0000483eaabbccdd,
18496,1700000018.495000,68,,12,4278255360,0000483faabbccdd,
18497,1700000018.496000,68,,12,4278255360,00004840aabbccdd,
18498,1700000018.497000,68,,12,4278255360,00004841aabbccdd,
18499,1700000018.498000,68,,12,4278255360,00004842aabbccdd,
18500,1700000018.499000,68,,12,4278255360,00004843aabbccdd,
18501,1700000018.500000,68,,12,4278255360,00004844aabbccdd,
18502,1700000018.501000,68,,12,4278255360,00004845aabbccdd,
18503,1700000018.502000,68,,12,4278255360,00004846aabbccdd,
18504,1700000018.503000,68,,12,4278255360,00004847aabbccdd,
18505,1700000018.504000,68,,12,4278255360,00004848aabbccdd,
18506,1700000018.505000,68,,12,4278255360,00004849aabbccdd,
18507,1700000018.506000,68,,12,4278255360,0000484aaabbccdd,
18508,1700000018.507000,68,,12,4278255360,0000484baabbccdd,
18509,1700000018.508000,68,,12,4278255360,0000484caabbccdd,
18510,1700000018.509000,68,,12,4278255360,0000484daabbccdd,
18511,1700000018.510000,68,,12,4278255360,0000484eaabbccdd,
18512,1700000018.511000,68,,12,4278255360,0000484faabbccdd,
18513,1700000018.512000,68,,12,4278255360,00004850aabbccdd,
18514,1700000018.513000,68,,12,4278255360,00004851aabbccdd,
18515,1700000018.514000,68,,12,4278255360,00004852aabbccdd,
18516,1700000018.515000,68,,12,4278255360,00004853aabbccdd,
18517,1700000018.516000,68,,12,4278255360,00004854aabbccdd,
18518,1700000018.517000,68,,12,4278255360,00004855aabbccdd,
18519,1700000018.518000,68,,12,4278255360,00004856aabbccdd,
18520,1700000018.519000,68,,12,4278255360,00004857aabbccdd,
18521,1700000018.520000,68,,12,4278255360,00004858aabbccdd,
18522,1700000018.521000,68,,12,4278255360,00004859aabbccdd,
18523,1700000018.522000,68,,12,4278255360,0000485aaabbccdd,
18524,1700000018.523000,68,,12,4278255360,0000485baabbccdd,
18525,1700000018.524000,68,,12,4278255360,0000485caabbccdd,
18526,1700000018.525000,68,,12,4278255360,0000485daabbccdd,
18527,1700000018.526000,68,,12,4278255360,0000485eaabbccdd,
18528,1700000018.527000,68,,12,4278255360,0000485faabbccdd,
18529,1700000018.528000,68,,12,4278255360,00004860aabbccdd,
18530,1700000018.529000,68,,12,4278255360,00004861aabbccdd,
18531,1700000018.530000,68,,12,4278255360,00004862aabbccdd,
18532,1700000018.531000,68,,12,4278255360,00004863aabbccdd,
18533,1700000018.532000,68,,12,4278255360,00004864aabbccdd,
18534,1700000018.533000,68,,12,4278255360,00004865aabbccdd,
18535,1700000018.534000,68,,12,4278255360,00004866aabbccdd,
18536,1700000018.535000,68,,12,4278255360,00004867aabbccdd,
18537,1700000018.536000,68,,12,4278255360,00004868aabbccdd,
18538,1700000018.537000,68,,12,4278255360,00004869aabbccdd,
18539,1700000018.538000,68,,12,4278255360,0000486aaabbccdd,
18540,1700000018.539000,68,,12,4278255360,0000486baabbccdd,
18541,1700000018.540000,68,,12,4278255360,0000486caabbccdd,
18542,1700000018.541000,68,,12,4278255360,0000486daabbccdd,
18543,1700000018.542000,68,,12,4278255360,0000486eaabbccdd,
18544,1700000018.543000,68,,12,4278255360,0000486faabbccdd,
18545,1700000018.544000,68,,12,4278255360,00004870aabbccdd,
18546,1700000018.545000,68,,12,4278255360,00004871aabbccdd,
18547,1700000018.546000,68,,12,4278255360,00004872aabbccdd,
18548,1700000018.547000,68,,12,4278255360,00004873aabbccdd,
18549,1700000018.548000,68,,12,4278255360,00004874aabbccdd,
18550,1700000018.549000,68,,12,4278255360,00004875aabbccdd,
18551,1700000018.550000,68,,12,4278255360,00004876aabbccdd,
18552,1700000018.551000,68,,12,4278255360,00004877aabbccdd,
18553,1700000018.552000,68,,12,4278255360,00004878aabbccdd,
18554,1700000018.553000,68,,12,4278255360,00004879aabbccdd,
18555,1700000018.554000,68,,12,4278255360,0000487aaabbccdd,
18556,1700000018.555000,68,,12,4278255360,0000487baabbccdd,
18557,1700000018.556000,68,,12,4278255360,0000487caabbccdd,
18558,1700000018.557000,68,,12,4278255360,0000487daabbccdd,
18559,1700000018.558000,68,,12,4278255360,0000487eaabbccdd,
18560,1700000018.559000,68,,12,4278255360,0000487faabbccdd,
18561,1700000018.560000,68,,12,4278255360,00004880aabbccdd,
18562,1700000018.561000,68,,12,4278255360,00004881aabbccdd,
18563,1700000018.562000,68,,12,4278255360,00004882aabbccdd,
18564,1700000018.563000,68,,12,4278255360,00004883aabbccdd,
18565,1700000018.564000,68,,12,4278255360,00004884aabbccdd,
18566,1700000018.565000,68,,12,4278255360,00004885aabbccdd,
18567,1700000018.566000,68,,12,4278255360,00004886aabbccdd,
18568,1700000018.567000,68,,12,4278255360,00004887aabbccdd,
18569,1700000018.568000,68,,12,4278255360,00004888aabbccdd,
18570,1700000018.569000,68,,12,4278255360,00004889aabbccdd,
18571,1700000018.570000,68,,12,4278255360,0000488aaabbccdd,
18572,1700000018.571000,68,,12,4278255360,0000488baabbccdd,
18573,1700000018.572000,68,,12,4278255360,0000488caabbccdd,
18574,1700000018.573000,68,,12,4278255360,0000488daabbccdd,
18575,1700000018.574000,68,,12,4278255360,0000488eaabbccdd,
18576,1700000018.575000,68,,12,4278255360,0000488faabbccdd,
18577,1700000018.576000,68,,12,4278255360,00004890aabbccdd,
18578,1700000018.577000,68,,12,4278255360,00004891aabbccdd,
18579,1700000018.578000,68,,12,4278255360,00004892aabbccdd,
18580,1700000018.579000,68,,12,4278255360,00004893aabbccdd,
18581,1700000018.580000,68,,12,4278255360,00004894aabbccdd,
18582,1700000018.581000,68,,12,4278255360,00004895aabbccdd,
18583,1700000018.582000,68,,12,4278255360,00004896aabbccdd,
18584,1700000018.583000,68,,12,4278255360,00004897aabbccdd,
18585,1700000018.584000,68,,12,4278255360,00004898aabbccdd,
18586,1700000018.585000,68,,12,4278255360,00004899aabbccdd,
18587,1700000018.586000,68,,12,4278255360,0000489aaabbccdd,
18588,1700000018.587000,68,,12,4278255360,0000489baabbccdd,
18589,1700000018.588000,68,,12,4278255360,0000489caabbccdd,
18590,1700000018.589000,68,,12,4278255360,0000489daabbccdd,
18591,1700000018.590000,68,,12,4278255360,0000489eaabbccdd,
18592,1700000018.591000,68,,12,4278255360,0000489faabbccdd,
18593,1700000018.592000,68,,12,4278255360,000048a0aabbccdd,
18594,1700000018.593000,68,,12,4278255360,000048a1aabbccdd,
18595,1700000018.594000,68,,12,4278255360,000048a2aabbccdd,
18596,1700000018.595000,68,,12,4278255360,000048a3aabbccdd,
18597,1700000018.596000,68,,12,4278255360,000048a4aabbccdd,
18598,1700000018.597000,68,,12,4278255360,000048a5aabbccdd,
18599,1700000018.598000,68,,12,4278255360,000048a6aabbccdd,
18600,1700000018.599000,68,,12,4278255360,000048a7aabbccdd,
18601,1700000018.600000,68,,12,4278255360,000048a8aabbccdd,
18602,1700000018.601000,68,,12,4278255360,000048a9aabbccdd,
18603,1700000018.602000,68,,12,4278255360,000048aaaabbccdd,
18604,1700000018.603000,68,,12,4278255360,000048abaabbccdd,
18605,1700000018.604000,68,,12,4278255360,000048acaabbccdd,
18606,1700000018.605000,68,,12,4278255360,000048adaabbccdd,
18607,1700000018.606000,68,,12,4278255360,000048aeaabbccdd,
18608,1700000018.607000,68,,12,4278255360,000048afaabbccdd,
18609,1700000018.608000,68,,12,4278255360,000048b0aabbccdd,
18610,1700000018.609000,68,,12,4278255360,000048b1aabbccdd,
18611,1700000018.610000,68,,12,4278255360,000048b2aabbccdd,
18612,1700000018.611000,68,,12,4278255360,000048b3aabbccdd,
18613,1700000018.612000,68,,12,4278255360,000048b4aabbccdd,
18614,1700000018.613000,68,,12,4278255360,000048b5aabbccdd,
18615,1700000018.614000,68,,12,4278255360,000048b6aabbccdd,
18616,1700000018.615000,68,,12,4278255360,000048b7aabbccdd,
18617,1700000018.616000,68,,12,4278255360,000048b8aabbccdd,
18618,1700000018.617000,68,,12,4278255360,000048b9aabbccdd,
18619,1700000018.618000,68,,12,4278255360,000048baaabbccdd,
18620,1700000018.619000,68,,12,4278255360,000048bbaabbccdd,
18621,1700000018.620000,68,,12,4278255360,000048bcaabbccdd,
18622,1700000018.621000,68,,12,4278255360,000048bdaabbccdd,
18623,1700000018.622000,68,,12,4278255360,000048beaabbccdd,
18624,1700000018.623000,68,,12,4278255360,000048bfaabbccdd,
18625,1700000018.624000,68,,12,4278255360,000048c0aabbccdd,
18626,1700000018.625000,68,,12,4278255360,000048c1aabbccdd,
18627,1700000018.626000,68,,12,4278255360,000048c2aabbccdd,
18628,1700000018.627000,68,,12,4278255360,000048c3aabbccdd,
18629,1700000018.628000,68,,12,4278255360,000048c4aabbccdd,
18630,1700000018.629000,68,,12,4278255360,000048c5aabbccdd,
18631,1700000018.630000,68,,12,4278255360,000048c6aabbccdd,
18632,1700000018.631000,68,,12,4278255360,000048c7aabbccdd,
18633,1700000018.632000,68,,12,4278255360,000048c8aabbccdd,
18634,1700000018.633000,68,,12,4278255360,000048c9aabbccdd,
18635,1700000018.634000,68,,12,4278255360,000048caaabbccdd,
18636,1700000018.635000,68,,12,4278255360,000048cbaabbccdd,
18637,1700000018.636000,68,,12,4278255360,000048ccaabbccdd,
18638,1700000018.637000,68,,12,4278255360,000048cdaabbccdd,
18639,1700000018.638000,68,,12,4278255360,000048ceaabbccdd,
18640,1700000018.639000,68,,12,4278255360,000048cfaabbccdd,
18641,1700000018.640000,68,,12,4278255360,000048d0aabbccdd,
18642,1700000018.641000,68,,12,4278255360,000048d1aabbccdd,
18643,1700000018.642000,68,,12,4278255360,000048d2aabbccdd,
18644,1700000018.643000,68,,12,4278255360,000048d3aabbccdd,
18645,1700000018.644000,68,,12,4278255360,000048d4aabbccdd,
18646,1700000018.645000,68,,12,4278255360,000048d5aabbccdd,
18647,1700000018.646000,68,,12,4278255360,000048d6aabbccdd,
18648,1700000018.647000,68,,12,4278255360,000048d7aabbccdd,
18649,1700000018.648000,68,,12,4278255360,000048d8aabbccdd,
18650,1700000018.649000,68,,12,4278255360,000048d9aabbccdd,
18651,1700000018.650000,68,,12,4278255360,000048daaabbccdd,
18652,1700000018.651000,68,,12,4278255360,000048dbaabbccdd,
18653,1700000018.652000,68,,12,4278255360,000048dcaabbccdd,
18654,1700000018.653000,68,,12,4278255360,000048ddaabbccdd,
18655,1700000018.654000,68,,12,4278255360,000048deaabbccdd,
18656,1700000018.655000,68,,12,4278255360,000048dfaabbccdd,
18657,1700000018.656000,68,,12,4278255360,000048e0aabbccdd,
18658,1700000018.657000,68,,12,4278255360,000048e1aabbccdd,
18659,1700000018.658000,68,,12,4278255360,000048e2aabbccdd,
18660,1700000018.659000,68,,12,4278255360,000048e3aabbccdd,
18661,1700000018.660000,68,,12,4278255360,000048e4aabbccdd,
18662,1700000018.661000,68,,12,4278255360,000048e5aabbccdd,
18663,1700000018.662000,68,,12,4278255360,000048e6aabbccdd,
18664,1700000018.663000,68,,12,4278255360,000048e7aabbccdd,
18665,1700000018.664000,68,,12,4278255360,000048e8aabbccdd,
18666,1700000018.665000,68,,12,4278255360,000048e9aabbccdd,
18667,1700000018.666000,68,,12,4278255360,000048eaaabbccdd,
18668,1700000018.667000,68,,12,4278255360,000048ebaabbccdd,
18669,1700000018.668000,68,,12,4278255360,000048ecaabbccdd,
18670,1700000018.669000,68,,12,4278255360,000048edaabbccdd,
18671,1700000018.670000,68,,12,4278255360,000048eeaabbccdd,
18672,1700000018.671000,68,,12,4278255360,000048efaabbccdd,
18673,1700000018.672000,68,,12,4278255360,000048f0aabbccdd,
18674,1700000018.673000,68,,12,4278255360,000048f1aabbccdd,
18675,1700000018.674000,68,,12,4278255360,000048f2aabbccdd,
18676,1700000018.675000,68,,12,4278255360,000048f3aabbccdd,
18677,1700000018.676000,68,,12,4278255360,000048f4aabbccdd,
18678,1700000018.677000,68,,12,4278255360,000048f5aabbccdd,
18679,1700000018.678000,68,,12,4278255360,000048f6aabbccdd,
18680,1700000018.679000,68,,12,4278255360,000048f7aabbccdd,
18681,1700000018.680000,68,,12,4278255360,000048f8aabbccdd,
18682,1700000018.681000,68,,12,4278255360,000048f9aabbccdd,
18683,1700000018.682000,68,,12,4278255360,000048faaabbccdd,
18684,1700000018.683000,68,,12,4278255360,000048fbaabbccdd,
18685,1700000018.684000,68,,12,4278255360,000048fcaabbccdd,
18686,1700000018.685000,68,,12,4278255360,000048fdaabbccdd,
18687,1700000018.686000,68,,12,4278255360,000048feaabbccdd,
18688,1700000018.687000,68,,12,4278255360,000048ffaabbccdd,
18689,1700000018.688000,68,,12,4278255360,00004900aabbccdd,
18690,1700000018.689000,68,,12,4278255360,00004901aabbccdd,
18691,1700000018.690000,68,,12,4278255360,00004902aabbccdd,
18692,1700000018.691000,68,,12,4278255360,00004903aabbccdd,
18693,1700000018.692000,68,,12,4278255360,00004904aabbccdd,
18694,1700000018.693000,68,,12,4278255360,00004905aabbccdd,
18695,1700000018.694000,68,,12,4278255360,00004906aabbccdd,
18696,1700000018.695000,68,,12,4278255360,00004907aabbccdd,
18697,1700000018.696000,68,,12,4278255360,00004908aabbccdd,
18698,1700000018.697000,68,,12,4278255360,00004909aabbccdd,
18699,1700000018.698000,68,,12,4278255360,0000490aaabbccdd,
18700,1700000018.699000,68,,12,4278255360,0000490baabbccdd,
18701,1700000018.700000,68,,12,4278255360,0000490caabbccdd,
18702,1700000018.701000,68,,12,4278255360,0000490daabbccdd,
18703,1700000018.702000,68,,12,4278255360,0000490eaabbccdd,
18704,1700000018.703000,68,,12,4278255360,0000490faabbccdd,
18705,1700000018.704000,68,,12,4278255360,00004910aabbccdd,
18706,1700000018.705000,68,,12,4278255360,00004911aabbccdd,
18707,1700000018.706000,68,,12,4278255360,00004912aabbccdd,
18708,1700000018.707000,68,,12,4278255360,00004913aabbccdd,
18709,1700000018.708000,68,,12,4278255360,00004914aabbccdd,
18710,1700000018.709000,68,,12,4278255360,00004915aabbccdd,
18711,1700000018.710000,68,,12,4278255360,00004916aabbccdd,
18712,1700000018.711000,68,,12,4278255360,00004917aabbccdd,
18713,1700000018.712000,68,,12,4278255360,00004918aabbccdd,
18714,1700000018.713000,68,,12,4278255360,00004919aabbccdd,
18715,1700000018.714000,68,,12,4278255360,0000491aaabbccdd,
18716,1700000018.715000,68,,12,4278255360,0000491baabbccdd,
18717,1700000018.716000,68,,12,4278255360,0000491caabbccdd,
18718,1700000018.717000,68,,12,4278255360,0000491daabbccdd,
18719,1700000018.718000,68,,12,4278255360,0000491eaabbccdd,
18720,1700000018.719000,68,,12,4278255360,0000491faabbccdd,
18721,1700000018.720000,68,,12,4278255360,00004920aabbccdd,
18722,1700000018.721000,68,,12,4278255360,00004921aabbccdd,
18723,1700000018.722000,68,,12,4278255360,00004922aabbccdd,
18724,1700000018.723000,68,,12,4278255360,00004923aabbccdd,
18725,1700000018.724000,68,,12,4278255360,00004924aabbccdd,
18726,1700000018.725000,68,,12,4278255360,00004925aabbccdd,
18727,1700000018.726000,68,,12,4278255360,00004926aabbccdd,
18728,1700000018.727000,68,,12,4278255360,00004927aabbccdd,
18729,1700000018.728000,68,,12,4278255360,00004928aabbccdd,
18730,1700000018.729000,68,,12,4278255360,00004929aabbccdd,
18731,1700000018.730000,68,,12,4278255360,0000492aaabbccdd,
18732,1700000018.731000,68,,12,4278255360,0000492baabbccdd,
18733,1700000018.732000,68,,12,4278255360,0000492caabbccdd,
18734,1700000018.733000,68,,12,4278255360,0000492daabbccdd,
18735,1700000018.734000,68,,12,4278255360,0000492eaabbccdd,
18736,1700000018.735000,68,,12,4278255360,0000492faabbccdd,
18737,1700000018.736000,68,,12,4278255360,00004930aabbccdd,
18738,1700000018.737000,68,,12,4278255360,00004931aabbccdd,
18739,1700000018.738000,68,,12,4278255360,00004932aabbccdd,
18740,1700000018.739000,68,,12,4278255360,00004933aabbccdd,
18741,1700000018.740000,68,,12,4278255360,00004934aabbccdd,
18742,1700000018.741000,68,,12,4278255360,00004935aabbccdd,
18743,1700000018.742000,68,,12,4278255360,00004936aabbccdd,
18744,1700000018.743000,68,,12,4278255360,00004937aabbccdd,
18745,1700000018.744000,68,,12,4278255360,00004938aabbccdd,
18746,1700000018.745000,68,,12,4278255360,00004939aabbccdd,
18747,1700000018.746000,68,,12,4278255360,0000493aaabbccdd,
18748,1700000018.747000,68,,12,4278255360,0000493baabbccdd,
18749,1700000018.748000,68,,12,4278255360,0000493caabbccdd,
18750,1700000018.749000,68,,12,4278255360,0000493daabbccdd,
18751,1700000018.750000,68,,12,4278255360,0000493eaabbccdd,
18752,1700000018.751000,68,,12,4278255360,0000493faabbccdd,
18753,1700000018.752000,68,,12,4278255360,00004940aabbccdd,
18754,1700000018.753000,68,,12,4278255360,00004941aabbccdd,
18755,1700000018.754000,68,,12,4278255360,00004942aabbccdd,
18756,1700000018.755000,68,,12,4278255360,00004943aabbccdd,
18757,1700000018.756000,68,,12,4278255360,00004944aabbccdd,
18758,1700000018.757000,68,,12,4278255360,00004945aabbccdd,
18759,1700000018.758000,68,,12,4278255360,00004946aabbccdd,
18760,1700000018.759000,68,,12,4278255360,00004947aabbccdd,
18761,1700000018.760000,68,,12,4278255360,00004948aabbccdd,
18762,1700000018.761000,68,,12,4278255360,00004949aabbccdd,
18763,1700000018.762000,68,,12,4278255360,0000494aaabbccdd,
18764,1700000018.763000,68,,12,4278255360,0000494baabbccdd,
18765,1700000018.764000,68,,12,4278255360,0000494caabbccdd,
18766,1700000018.765000,68,,12,4278255360,0000494daabbccdd,
18767,1700000018.766000,68,,12,4278255360,0000494eaabbccdd,
18768,1700000018.767000,68,,12,4278255360,0000494faabbccdd,
18769,1700000018.768000,68,,12,4278255360,00004950aabbccdd,
18770,1700000018.769000,68,,12,4278255360,00004951aabbccdd,
18771,1700000018.770000,68,,12,4278255360,00004952aabbccdd,
18772,1700000018.771000,68,,12,4278255360,00004953aabbccdd,
18773,1700000018.772000,68,,12,4278255360,00004954aabbccdd,
18774,1700000018.773000,68,,12,4278255360,00004955aabbccdd,
18775,1700000018.774000,68,,12,4278255360,00004956aabbccdd,
18776,1700000018.775000,68,,12,4278255360,00004957aabbccdd,
18777,1700000018.776000,68,,12,4278255360,00004958aabbccdd,
18778,1700000018.777000,68,,12,4278255360,00004959aabbccdd,
18779,1700000018.778000,68,,12,4278255360,0000495aaabbccdd,
18780,1700000018.779000,68,,12,4278255360,0000495baabbccdd,
18781,1700000018.780000,68,,12,4278255360,0000495caabbccdd,
18782,1700000018.781000,68,,12,4278255360,0000495daabbccdd,
18783,1700000018.782000,68,,12,4278255360,0000495eaabbccdd,
18784,1700000018.783000,68,,12,4278255360,0000495faabbccdd,
18785,1700000018.784000,68,,12,4278255360,00004960aabbccdd,
